L,C_L_LCDM_arb,ratio_SQT_central,N_L_S4
443,1.5937787984746854e-08,1.0229299600000001,4.234803657985064e-09
444,1.591160464230064e-08,1.0229299600000001,4.236930970864197e-09
445,1.58855357137059e-08,1.0229299600000001,4.239072706142357e-09
446,1.585958043081467e-08,1.0229299600000001,4.241228928858406e-09
447,1.583373803235572e-08,1.0229299600000001,4.243399704197531e-09
448,1.5808007763857763e-08,1.0229299600000001,4.245585097491236e-09
449,1.5782388877573776e-08,1.0229299600000001,4.247785174217345e-09
450,1.575688063240625e-08,1.0229299600000001,4.25e-09
451,1.5731482293833485e-08,1.0229299600000001,4.252229640609663e-09
452,1.5706193133836838e-08,1.0229299600000001,4.2544741619631155e-09
453,1.5681012430828946e-08,1.0229299600000001,4.256733630123457e-09
454,1.5655939469582898e-08,1.0229299600000001,4.2590081113001065e-09
455,1.563097354116233e-08,1.0229299600000001,4.261297671848804e-09
456,1.5606113942852455e-08,1.0229299600000001,4.263602378271605e-09
457,1.5581359978091984e-08,1.0229299600000001,4.265922297216888e-09
458,1.5556710956405963e-08,1.0229299600000001,4.268257495479348e-09
459,1.553216619333944e-08,1.0229299600000001,4.27060804e-09
460,1.5507725010392053e-08,1.0229299600000001,4.272973997866179e-09
461,1.548338673495344e-08,1.0229299600000001,4.275355436311538e-09
462,1.5459150700239485e-08,1.0229299600000001,4.27775242271605e-09
463,1.5435016245229403e-08,1.0229299600000001,4.280165024606006e-09
464,1.5410982714603633e-08,1.0229299600000001,4.282593309654017e-09
465,1.538704945868252e-08,1.0229299600000001,4.285037345679013e-09
466,1.536321583336582e-08,1.0229299600000001,4.287497200646243e-09
467,1.5339481200072958e-08,1.0229299600000001,4.289972942667277e-09
468,1.5315844925684026e-08,1.0229299600000001,4.292464640000001e-09
469,1.5292306382481596e-08,1.0229299600000001,4.294972361048621e-09
470,1.526886494809324e-08,1.0229299600000001,4.297496174363664e-09
471,1.524552000543477e-08,1.0229299600000001,4.300036148641976e-09
472,1.522227094265424e-08,1.0229299600000001,4.302592352726719e-09
473,1.519911715307661e-08,1.0229299600000001,4.305164855607377e-09
474,1.5176058035149153e-08,1.0229299600000001,4.307753726419753e-09
475,1.515309299238753e-08,1.0229299600000001,4.310359034445969e-09
476,1.5130221433322542e-08,1.0229299600000001,4.312980849114465e-09
477,1.5107442771447565e-08,1.0229299600000001,4.315619240000001e-09
478,1.5084756425166627e-08,1.0229299600000001,4.318274276823656e-09
479,1.5062161817743165e-08,1.0229299600000001,4.3209460294528274e-09
480,1.5039658377249394e-08,1.0229299600000001,4.323634567901235e-09
481,1.501724553651631e-08,1.0229299600000001,4.326339962328914e-09
482,1.499492273308433e-08,1.0229299600000001,4.3290622830422195e-09
483,1.497268940915454e-08,1.0229299600000001,4.331801600493827e-09
484,1.4950545011540556e-08,1.0229299600000001,4.3345579852827316e-09
485,1.4928488991620925e-08,1.0229299600000001,4.337331508154245e-09
486,1.4906520805292224e-08,1.0229299600000001,4.3401222400000006e-09
487,1.4884639912922619e-08,1.0229299600000001,4.342930251857949e-09
488,1.4862845779306071e-08,1.0229299600000001,4.345755614912362e-09
489,1.4841137873617076e-08,1.0229299600000001,4.348598400493828e-09
490,1.481951566936596e-08,1.0229299600000001,4.351458680079256e-09
491,1.4797978644354732e-08,1.0229299600000001,4.354336525291877e-09
492,1.477652628063346e-08,1.0229299600000001,4.357232007901234e-09
493,1.4755158064457182e-08,1.0229299600000001,4.360145199823198e-09
494,1.473387348624335e-08,1.0229299600000001,4.3630761731199515e-09
495,1.4712672040529786e-08,1.0229299600000001,4.3660250000000005e-09
496,1.4691553225933135e-08,1.0229299600000001,4.368991752818169e-09
497,1.467051654510783e-08,1.0229299600000001,4.3719765040755984e-09
498,1.4649561504705554e-08,1.0229299600000001,4.374979326419754e-09
499,1.462868761533519e-08,1.0229299600000001,4.378000292644414e-09
500,1.4607894391523232e-08,1.0229299600000001,4.381039475689682e-09
501,1.4587181351674691e-08,1.0229299600000001,4.3840969486419755e-09
502,1.456654801803447e-08,1.0229299600000001,4.387172784734035e-09
503,1.4545993916649182e-08,1.0229299600000001,4.390267057344917e-09
504,1.4525518577329442e-08,1.0229299600000001,4.39337984e-09
505,1.4505121533612587e-08,1.0229299600000001,4.396511206370981e-09
506,1.448480232272585e-08,1.0229299600000001,4.3996612302758726e-09
507,1.4464560485549973e-08,1.0229299600000001,4.402829985679013e-09
508,1.4444395566583252e-08,1.0229299600000001,4.406017546691053e-09
509,1.4424307113905984e-08,1.0229299600000001,4.409223987568968e-09
510,1.440429467914535e-08,1.0229299600000001,4.41244938271605e-09
511,1.4384357817440711e-08,1.0229299600000001,4.415693806681908e-09
512,1.4364496087409317e-08,1.0229299600000001,4.418957334162476e-09
513,1.4344709051112387e-08,1.0229299600000001,4.42224004e-09
514,1.432499627402162e-08,1.0229299600000001,4.425541999183052e-09
515,1.4305357324986075e-08,1.0229299600000001,4.428863286846517e-09
516,1.4285791776199447e-08,1.0229299600000001,4.432203978271606e-09
517,1.4266299203167713e-08,1.0229299600000001,4.4355641488858415e-09
518,1.4246879184677159e-08,1.0229299600000001,4.4389438742630706e-09
519,1.4227531302762778e-08,1.0229299600000001,4.442343230123457e-09
520,1.4208255142677035e-08,1.0229299600000001,4.445762292333486e-09
521,1.4189050292858973e-08,1.0229299600000001,4.44920113690596e-09
522,1.4169916344903697e-08,1.0229299600000001,4.45265984e-09
523,1.4150852893532202e-08,1.0229299600000001,4.456138477921049e-09
524,1.413185953656154e-08,1.0229299600000001,4.459637127120866e-09
525,1.4112935874875328e-08,1.0229299600000001,4.463155864197531e-09
526,1.4094081512394605e-08,1.0229299600000001,4.4666947658954425e-09
527,1.4075296056048993e-08,1.0229299600000001,4.47025390910532e-09
528,1.4056579115748233e-08,1.0229299600000001,4.473833370864197e-09
529,1.4037930304353993e-08,1.0229299600000001,4.477433228355434e-09
530,1.4019349237652024e-08,1.0229299600000001,4.481053558908703e-09
531,1.4000835534324623e-08,1.0229299600000001,4.4846944400000005e-09
532,1.3982388815923413e-08,1.0229299600000001,4.4883559492516385e-09
533,1.3964008706842418e-08,1.0229299600000001,4.4920381644322515e-09
534,1.3945694834291447e-08,1.0229299600000001,4.4957411634567905e-09
535,1.3927446828269777e-08,1.0229299600000001,4.4994650243865265e-09
536,1.3909264321540133e-08,1.0229299600000001,4.5032098254290505e-09
537,1.3891146949602955e-08,1.0229299600000001,4.506975644938272e-09
538,1.3873094350670945e-08,1.0229299600000001,4.5107625614144185e-09
539,1.385510616564391e-08,1.0229299600000001,4.5145706535040395e-09
540,1.383718203808388e-08,1.0229299600000001,4.5184000000000004e-09
541,1.38193216141905e-08,1.0229299600000001,4.522250679841488e-09
542,1.3801524542776698e-08,1.0229299600000001,4.5261227721140075e-09
543,1.3783790475244612e-08,1.0229299600000001,4.530016356049383e-09
544,1.3766119065561802e-08,1.0229299600000001,4.533931511025759e-09
545,1.3748509970237693e-08,1.0229299600000001,4.537868316567597e-09
546,1.3730962848300322e-08,1.0229299600000001,4.541826852345679e-09
547,1.371347736127329e-08,1.0229299600000001,4.545807198177107e-09
548,1.3696053173152999e-08,1.0229299600000001,4.549809434025301e-09
549,1.367868995038613e-08,1.0229299600000001,4.55383364e-09
550,1.3661387361847373e-08,1.0229299600000001,4.557879896357263e-09
551,1.364414507881737e-08,1.0229299600000001,4.561948283499467e-09
552,1.3626962774960945e-08,1.0229299600000001,4.566038881975309e-09
553,1.3609840126305522e-08,1.0229299600000001,4.5701517724798046e-09
554,1.3592776811219825e-08,1.0229299600000001,4.574287035854291e-09
555,1.3575772510392759e-08,1.0229299600000001,4.57844475308642e-09
556,1.3558826906812557e-08,1.0229299600000001,4.582625005310166e-09
557,1.3541939685746132e-08,1.0229299600000001,4.5868278738058235e-09
558,1.3525110534718662e-08,1.0229299600000001,4.59105344e-09
559,1.350833914349338e-08,1.0229299600000001,4.59530178546563e-09
560,1.3491625204051597e-08,1.0229299600000001,4.599572991921964e-09
561,1.3474968410572928e-08,1.0229299600000001,4.603867141234568e-09
562,1.345836845941573e-08,1.0229299600000001,4.6081843154153336e-09
563,1.3441825049097753e-08,1.0229299600000001,4.612524596622466e-09
564,1.3425337880276996e-08,1.0229299600000001,4.616888067160494e-09
565,1.3408906655732757e-08,1.0229299600000001,4.621274809480262e-09
566,1.3392531080346906e-08,1.0229299600000001,4.625684906178937e-09
567,1.337621086108532e-08,1.0229299600000001,4.630118440000001e-09
568,1.335994570697956e-08,1.0229299600000001,4.634575493833257e-09
569,1.334373532910869e-08,1.0229299600000001,4.63905615071483e-09
570,1.3327579440581349e-08,1.0229299600000001,4.64356049382716e-09
571,1.331147775651794e-08,1.0229299600000001,4.64808860649901e-09
572,1.3295429994033067e-08,1.0229299600000001,4.652640572205457e-09
573,1.3279435872218123e-08,1.0229299600000001,4.657216474567901e-09
574,1.3263495112124066e-08,1.0229299600000001,4.661816397354062e-09
575,1.3247607436744388e-08,1.0229299600000001,4.666440424477977e-09
576,1.3231772570998233e-08,1.0229299600000001,4.67108864e-09
577,1.3215990241713727e-08,1.0229299600000001,4.67576112812681e-09
578,1.3200260177611448e-08,1.0229299600000001,4.680457973211401e-09
579,1.3184582109288088e-08,1.0229299600000001,4.685179259753087e-09
580,1.3168955769200277e-08,1.0229299600000001,4.6899250723975e-09
581,1.3153380891648569e-08,1.0229299600000001,4.694695495936596e-09
582,1.3137857212761611e-08,1.0229299600000001,4.699490615308643e-09
583,1.3122384470480449e-08,1.0229299600000001,4.7043105155982325e-09
584,1.3106962404543017e-08,1.0229299600000001,4.709155282036274e-09
585,1.309159075646877e-08,1.0229299600000001,4.7140250000000006e-09
586,1.307626926954349e-08,1.0229299600000001,4.718919755012955e-09
587,1.3060997688804236e-08,1.0229299600000001,4.723839632745008e-09
588,1.3045775761024439e-08,1.0229299600000001,4.728784719012346e-09
589,1.3030603234699176e-08,1.0229299600000001,4.733755099777473e-09
590,1.3015479860030568e-08,1.0229299600000001,4.738750861149216e-09
591,1.300040538891334e-08,1.0229299600000001,4.743772089382716e-09
592,1.2985379574920518e-08,1.0229299600000001,4.74881887087944e-09
593,1.2970402173289285e-08,1.0229299600000001,4.753891292187167e-09
594,1.2955472940906956e-08,1.0229299600000001,4.758989440000001e-09
595,1.294059163629713e-08,1.0229299600000001,4.76411340115836e-09
596,1.2925758019605939e-08,1.0229299600000001,4.769263262648987e-09
597,1.2910971852588472e-08,1.0229299600000001,4.774439111604938e-09
598,1.2896232898595315e-08,1.0229299600000001,4.779641035305593e-09
599,1.2881540922559229e-08,1.0229299600000001,4.78486912117665e-09
600,1.2866895690981963e-08,1.0229299600000001,4.790123456790124e-09
601,1.2852296971921205e-08,1.0229299600000001,4.79540412986435e-09
602,1.283774453497765e-08,1.0229299600000001,4.800711228263985e-09
603,1.2823238151282205e-08,1.0229299600000001,4.8060448400000006e-09
604,1.2808777593483323e-08,1.0229299600000001,4.811405053229691e-09
605,1.2794362635734454e-08,1.0229299600000001,4.816791956256669e-09
606,1.2779993053681625e-08,1.0229299600000001,4.822205637530864e-09
607,1.2765668624451153e-08,1.0229299600000001,4.82764618564853e-09
608,1.2751389126637462e-08,1.0229299600000001,4.833113689352233e-09
609,1.2737154340291018e-08,1.0229299600000001,4.838608237530865e-09
610,1.272296404690641e-08,1.0229299600000001,4.844129919219632e-09
611,1.2708818029410526e-08,1.0229299600000001,4.8496788236000615e-09
612,1.2694716072150837e-08,1.0229299600000001,4.855255040000001e-09
613,1.2680657960883818e-08,1.0229299600000001,4.860858657893614e-09
614,1.2666643482763477e-08,1.0229299600000001,4.866489766901387e-09
615,1.265267242632997e-08,1.0229299600000001,4.872148456790124e-09
616,1.2638744581498375e-08,1.0229299600000001,4.8778348174729465e-09
617,1.2624859739547527e-08,1.0229299600000001,4.883548939009298e-09
618,1.2611017693108992e-08,1.0229299600000001,4.889290911604939e-09
619,1.2597218236156133e-08,1.0229299600000001,4.89506082561195e-09
620,1.2583461163993293e-08,1.0229299600000001,4.90085877152873e-09
621,1.2569746273245073e-08,1.0229299600000001,4.90668484e-09
622,1.2556073361845714e-08,1.0229299600000001,4.912539121816797e-09
623,1.2542442229028588e-08,1.0229299600000001,4.918421707916476e-09
624,1.2528852675315784e-08,1.0229299600000001,4.924332689382716e-09
625,1.2515304502507807e-08,1.0229299600000001,4.9302721574455115e-09
626,1.2501797513673339e-08,1.0229299600000001,4.936240203481177e-09
627,1.2488331513139154e-08,1.0229299600000001,4.942236919012346e-09
628,1.2474906306480076e-08,1.0229299600000001,4.948262395707972e-09
629,1.2461521700509074e-08,1.0229299600000001,4.954316725383326e-09
630,1.2448177503267418e-08,1.0229299600000001,4.9604e-09
631,1.2434873524014952e-08,1.0229299600000001,4.966512311665905e-09
632,1.2421609573220453e-08,1.0229299600000001,4.972653752635269e-09
633,1.2408385462552073e-08,1.0229299600000001,4.978824415308642e-09
634,1.2395201004867882e-08,1.0229299600000001,4.985024392232892e-09
635,1.23820560142065e-08,1.0229299600000001,4.991253776101204e-09
636,1.2368950305777804e-08,1.0229299600000001,4.997512659753087e-09
637,1.2355883695953746e-08,1.0229299600000001,5.0038011361743634e-09
638,1.2342856002259228e-08,1.0229299600000001,5.010119298497181e-09
639,1.2329867043363088e-08,1.0229299600000001,5.01646724e-09
640,1.2316916639069167e-08,1.0229299600000001,5.022845054107606e-09
641,1.2304004610307435e-08,1.0229299600000001,5.0292528343911e-09
642,1.229113077912524e-08,1.0229299600000001,5.035690674567902e-09
643,1.2278294968678597e-08,1.0229299600000001,5.042158668501753e-09
644,1.2265497003223593e-08,1.0229299600000001,5.048656910202713e-09
645,1.225273670810785e-08,1.0229299600000001,5.0551854938271605e-09
646,1.2240013909762078e-08,1.0229299600000001,5.0617445136777934e-09
647,1.22273284356917e-08,1.0229299600000001,5.0683340642036275e-09
648,1.2214680114468556e-08,1.0229299600000001,5.0749542400000004e-09
649,1.2202068775722697e-08,1.0229299600000001,5.081605135808566e-09
650,1.2189494250134222e-08,1.0229299600000001,5.088286846517299e-09
651,1.2176956369425227e-08,1.0229299600000001,5.094999467160494e-09
652,1.216445496635181e-08,1.0229299600000001,5.101743092918762e-09
653,1.2151989874696147e-08,1.0229299600000001,5.108517819119037e-09
654,1.2139560929258648e-08,1.0229299600000001,5.1153237412345685e-09
655,1.2127167965850182e-08,1.0229299600000001,5.122160954884926e-09
656,1.211481082128437e-08,1.0229299600000001,5.129029555836001e-09
657,1.2102489333369962e-08,1.0229299600000001,5.13592964e-09
658,1.2090203340903255e-08,1.0229299600000001,5.142861303435453e-09
659,1.207795268366062e-08,1.0229299600000001,5.149824642347204e-09
660,1.2065737202391057e-08,1.0229299600000001,5.15681975308642e-09
661,1.2053556738808842e-08,1.0229299600000001,5.163846732150587e-09
662,1.2041411135586238e-08,1.0229299600000001,5.170905676183509e-09
663,1.2029300236346264e-08,1.0229299600000001,5.177996681975309e-09
664,1.2017223885655538e-08,1.0229299600000001,5.18511984646243e-09
665,1.2005181929017172e-08,1.0229299600000001,5.192275266727634e-09
666,1.1993174212863752e-08,1.0229299600000001,5.19946304e-09
667,1.1981200584550347e-08,1.0229299600000001,5.206683263654931e-09
668,1.1969260892347628e-08,1.0229299600000001,5.213936035214144e-09
669,1.1957354985435004e-08,1.0229299600000001,5.2212214523456794e-09
670,1.1945482713893854e-08,1.0229299600000001,5.228539612863893e-09
671,1.1933643928700783e-08,1.0229299600000001,5.235890614729462e-09
672,1.1921838481720978e-08,1.0229299600000001,5.243274556049384e-09
673,1.1910066225701597e-08,1.0229299600000001,5.2506915350769705e-09
674,1.1898327014265216e-08,1.0229299600000001,5.258141650211858e-09
675,1.1886620701903365e-08,1.0229299600000001,5.265625e-09
676,1.1874947143970073e-08,1.0229299600000001,5.273141683133669e-09
677,1.1863306196675508e-08,1.0229299600000001,5.2806917984514555e-09
678,1.1851697717079665e-08,1.0229299600000001,5.288275444938272e-09
679,1.1840121563086102e-08,1.0229299600000001,5.295892721725347e-09
680,1.182857759343573e-08,1.0229299600000001,5.3035437280902306e-09
681,1.181706566770067e-08,1.0229299600000001,5.3112285634567905e-09
682,1.1805585646278155e-08,1.0229299600000001,5.318947327395215e-09
683,1.1794137390384489e-08,1.0229299600000001,5.3267001196220094e-09
684,1.1782720762049053e-08,1.0229299600000001,5.33448704e-09
685,1.1771335624108374e-08,1.0229299600000001,5.342308188538333e-09
686,1.1759981840200232e-08,1.0229299600000001,5.350163665392471e-09
687,1.1748659274757838e-08,1.0229299600000001,5.358053570864198e-09
688,1.1737367793004043e-08,1.0229299600000001,5.365978005401616e-09
689,1.1726107260945602e-08,1.0229299600000001,5.373937069599147e-09
690,1.17148775453675e-08,1.0229299600000001,5.381930864197531e-09
691,1.170367851382732e-08,1.0229299600000001,5.389959490083829e-09
692,1.169251003464965e-08,1.0229299600000001,5.398023048291419e-09
693,1.1681371976920547e-08,1.0229299600000001,5.406121640000001e-09
694,1.1670264210482059e-08,1.0229299600000001,5.414255366535589e-09
695,1.165918660592678e-08,1.0229299600000001,5.4224243293705234e-09
696,1.1648139034592449e-08,1.0229299600000001,5.430628630123458e-09
697,1.163712136855661e-08,1.0229299600000001,5.438868370559367e-09
698,1.1626133480631305e-08,1.0229299600000001,5.4471436525895445e-09
699,1.1615175244357828e-08,1.0229299600000001,5.455454578271605e-09
700,1.1604246534001504e-08,1.0229299600000001,5.46380124980948e-09
701,1.1593347224546527e-08,1.0229299600000001,5.472183769553421e-09
702,1.1582477191690832e-08,1.0229299600000001,5.480602240000001e-09
703,1.1571636311841027e-08,1.0229299600000001,5.489056763792105e-09
704,1.1560824462107354e-08,1.0229299600000001,5.497547443718946e-09
705,1.1550041520298692e-08,1.0229299600000001,5.506074382716049e-09
706,1.1539287364917607e-08,1.0229299600000001,5.514637683865266e-09
707,1.152856187515545e-08,1.0229299600000001,5.5232374503947575e-09
708,1.1517864930887492e-08,1.0229299600000001,5.531873785679013e-09
709,1.150719641266809e-08,1.0229299600000001,5.540546793238836e-09
710,1.1496556201725907e-08,1.0229299600000001,5.549256576741351e-09
711,1.1485944179959167e-08,1.0229299600000001,5.558003240000001e-09
712,1.1475360229930964e-08,1.0229299600000001,5.566786886974547e-09
713,1.1464804234864569e-08,1.0229299600000001,5.575607621771072e-09
714,1.1454276078638833e-08,1.0229299600000001,5.5844655486419755e-09
715,1.1443775645783588e-08,1.0229299600000001,5.5933607719859785e-09
716,1.1433302821475099e-08,1.0229299600000001,5.602293396348119e-09
717,1.1422857491531552e-08,1.0229299600000001,5.6112635264197536e-09
718,1.1412439542408593e-08,1.0229299600000001,5.620271267038562e-09
719,1.1402048861194875e-08,1.0229299600000001,5.629316723188538e-09
720,1.1391685335607684e-08,1.0229299600000001,5.638400000000001e-09
721,1.138134885398855e-08,1.0229299600000001,5.647521202749581e-09
722,1.1371039305298946e-08,1.0229299600000001,5.656680436860235e-09
723,1.1360756579115981e-08,1.0229299600000001,5.665877807901235e-09
724,1.1350500565628164e-08,1.0229299600000001,5.6751134215881725e-09
725,1.134027115563116e-08,1.0229299600000001,5.68438738378296e-09
726,1.133006824052364e-08,1.0229299600000001,5.6936998004938275e-09
727,1.1319891712303096e-08,1.0229299600000001,5.703050777875324e-09
728,1.1309741463561756e-08,1.0229299600000001,5.712440422228319e-09
729,1.1299617387482492e-08,1.0229299600000001,5.721868840000001e-09
730,1.1289519377834759e-08,1.0229299600000001,5.731336137783875e-09
731,1.1279447328970605e-08,1.0229299600000001,5.740842422319768e-09
732,1.1269401135820673e-08,1.0229299600000001,5.750387800493828e-09
733,1.1259380693890253e-08,1.0229299600000001,5.759972379338516e-09
734,1.1249385899255378e-08,1.0229299600000001,5.769596266032617e-09
735,1.1239416648558923e-08,1.0229299600000001,5.779259567901235e-09
736,1.1229472839006762e-08,1.0229299600000001,5.7889623924157904e-09
737,1.1219554368363947e-08,1.0229299600000001,5.798704847194025e-09
738,1.1209661134950914e-08,1.0229299600000001,5.80848704e-09
739,1.119979303763972e-08,1.0229299600000001,5.818309078744094e-09
740,1.1189949975850325e-08,1.0229299600000001,5.8281710714830055e-09
741,1.1180131849546882e-08,1.0229299600000001,5.838073126419753e-09
742,1.1170338559234072e-08,1.0229299600000001,5.848015351903673e-09
743,1.1160570005953465e-08,1.0229299600000001,5.857997856430423e-09
744,1.115082609127991e-08,1.0229299600000001,5.868020748641976e-09
745,1.1141106717317949e-08,1.0229299600000001,5.878084137326627e-09
746,1.113141178669828e-08,1.0229299600000001,5.888188131418991e-09
747,1.1121741202574211e-08,1.0229299600000001,5.8983328400000005e-09
748,1.1112094868618181e-08,1.0229299600000001,5.908518372296906e-09
749,1.1102472689018292e-08,1.0229299600000001,5.9187448376832795e-09
750,1.1092874568474855e-08,1.0229299600000001,5.929012345679013e-09
751,1.1083300412196994e-08,1.0229299600000001,5.939321005950312e-09
752,1.1073750125899253e-08,1.0229299600000001,5.949670928309709e-09
753,1.1064223615798242e-08,1.0229299600000001,5.960062222716049e-09
754,1.1054720788609302e-08,1.0229299600000001,5.9704949992745e-09
755,1.1045241551543199e-08,1.0229299600000001,5.98096936823655e-09
756,1.103578581230285e-08,1.0229299600000001,5.99148544e-09
757,1.102635347908007e-08,1.0229299600000001,6.002043325108978e-09
758,1.1016944460552341e-08,1.0229299600000001,6.012643134253925e-09
759,1.1007558665879612e-08,1.0229299600000001,6.023284978271606e-09
760,1.0998196004701125e-08,1.0229299600000001,6.0339689681451006e-09
761,1.0988856387132268e-08,1.0229299600000001,6.04469521500381e-09
762,1.0979539723761435e-08,1.0229299600000001,6.055463830123458e-09
763,1.0970245925646939e-08,1.0229299600000001,6.066274924926078e-09
764,1.0960974904313927e-08,1.0229299600000001,6.077128610980034e-09
765,1.0951726571751325e-08,1.0229299600000001,6.088025e-09
766,1.0942500840408816e-08,1.0229299600000001,6.098964203846975e-09
767,1.0933297623193835e-08,1.0229299600000001,6.109946334528273e-09
768,1.0924116833468571e-08,1.0229299600000001,6.120971504197531e-09
769,1.0914958385047028e-08,1.0229299600000001,6.132039825154703e-09
770,1.0905822192192085e-08,1.0229299600000001,6.14315140984606e-09
771,1.0896708169612568e-08,1.0229299600000001,6.154306370864198e-09
772,1.0887616232460377e-08,1.0229299600000001,6.165504820948027e-09
773,1.087854629632761e-08,1.0229299600000001,6.1767468729827774e-09
774,1.086949827724372e-08,1.0229299600000001,6.1880326399999995e-09
775,1.0860472091672696e-08,1.0229299600000001,6.199362235177566e-09
776,1.0851467656510249e-08,1.0229299600000001,6.210735771839659e-09
777,1.0842484889081035e-08,1.0229299600000001,6.2221533634567896e-09
778,1.0833523707135913e-08,1.0229299600000001,6.233615123645786e-09
779,1.0824584028849187e-08,1.0229299600000001,6.2451211661697915e-09
780,1.0815665772815895e-08,1.0229299600000001,6.256671604938272e-09
781,1.0806768858049121e-08,1.0229299600000001,6.268266554007012e-09
782,1.0797893203977314e-08,1.0229299600000001,6.2799061275781144e-09
783,1.0789038730441632e-08,1.0229299600000001,6.2915904400000005e-09
784,1.0780205357693312e-08,1.0229299600000001,6.303319605767414e-09
785,1.0771393006391056e-08,1.0229299600000001,6.315093739521414e-09
786,1.0762601597598435e-08,1.0229299600000001,6.3269129560493825e-09
787,1.0753831052781314e-08,1.0229299600000001,6.338777370285018e-09
788,1.07450812938053e-08,1.0229299600000001,6.3506870973083365e-09
789,1.0736352242933209e-08,1.0229299600000001,6.36264225234568e-09
790,1.072764382282254e-08,1.0229299600000001,6.374642950769699e-09
791,1.0718955956522994e-08,1.0229299600000001,6.386689308099376e-09
792,1.0710288567473978e-08,1.0229299600000001,6.398781440000001e-09
793,1.0701641579502165e-08,1.0229299600000001,6.410919462283188e-09
794,1.0693014916819035e-08,1.0229299600000001,6.423103490906874e-09
795,1.0684408504018468e-08,1.0229299600000001,6.435333641975309e-09
796,1.0675822266074324e-08,1.0229299600000001,6.447610031739065e-09
797,1.066725612833808e-08,1.0229299600000001,6.459932776595032e-09
798,1.0658710016536439e-08,1.0229299600000001,6.472301993086421e-09
799,1.0650183856768994e-08,1.0229299600000001,6.484717797902759e-09
800,1.0641677575505888e-08,1.0229299600000001,6.497180307879896e-09
801,1.0633191099585506e-08,1.0229299600000001,6.50968964e-09
802,1.0624724356212174e-08,1.0229299600000001,6.522245911391556e-09
803,1.0616277272953874e-08,1.0229299600000001,6.534849239329371e-09
804,1.0607849777739987e-08,1.0229299600000001,6.5474997412345675e-09
805,1.0599441798859046e-08,1.0229299600000001,6.560197534674594e-09
806,1.0591053264956502e-08,1.0229299600000001,6.572942737363207e-09
807,1.0582684105032514e-08,1.0229299600000001,6.585735467160493e-09
808,1.0574334248439748e-08,1.0229299600000001,6.598575842072855e-09
809,1.0566003624881204e-08,1.0229299600000001,6.61146398025301e-09
810,1.0557692164408045e-08,1.0229299600000001,6.6244e-09
811,1.0549399797417449e-08,1.0229299600000001,6.637384019759183e-09
812,1.054112645465048e-08,1.0229299600000001,6.650416158122238e-09
813,1.0532872067189967e-08,1.0229299600000001,6.663496533827161e-09
814,1.0524636566458412e-08,1.0229299600000001,6.676625265758269e-09
815,1.0516419884215888e-08,1.0229299600000001,6.6898024729461976e-09
816,1.0508221952557981e-08,1.0229299600000001,6.703028274567901e-09
817,1.0500042703913734e-08,1.0229299600000001,6.7163027899466546e-09
818,1.0491882071043604e-08,1.0229299600000001,6.72962613855205e-09
819,1.0483739987037434e-08,1.0229299600000001,6.742998440000002e-09
820,1.0475616385312451e-08,1.0229299600000001,6.756419814052736e-09
821,1.046751119961126e-08,1.0229299600000001,6.769890380618809e-09
822,1.0459424363999873e-08,1.0229299600000001,6.783410259753087e-09
823,1.0451355812865735e-08,1.0229299600000001,6.79697957165676e-09
824,1.0443305480915775e-08,1.0229299600000001,6.810598436677336e-09
825,1.0435273303174466e-08,1.0229299600000001,6.824266975308642e-09
826,1.0427259214981901e-08,1.0229299600000001,6.837985308190826e-09
827,1.0419263151991888e-08,1.0229299600000001,6.85175355611035e-09
828,1.0411285050170047e-08,1.0229299600000001,6.865571840000001e-09
829,1.040332484579193e-08,1.0229299600000001,6.879440280938882e-09
830,1.0395382475441148e-08,1.0229299600000001,6.8933590001524175e-09
831,1.0387457876007528e-08,1.0229299600000001,6.907328119012347e-09
832,1.0379550984685259e-08,1.0229299600000001,6.921347759036732e-09
833,1.0371661738971064e-08,1.0229299600000001,6.935418041889957e-09
834,1.0363790076662391e-08,1.0229299600000001,6.949539089382716e-09
835,1.0355935935855602e-08,1.0229299600000001,6.9637110234720324e-09
836,1.0348099254944195e-08,1.0229299600000001,6.97793396626124e-09
837,1.034027997261701e-08,1.0229299600000001,6.992208040000002e-09
838,1.0332478027856481e-08,1.0229299600000001,7.006533367084286e-09
839,1.0324693359936883e-08,1.0229299600000001,7.0209100700563935e-09
840,1.0316925908422582e-08,1.0229299600000001,7.0353382716049394e-09
841,1.0309175613166313e-08,1.0229299600000001,7.049818094564853e-09
842,1.0301442414307473e-08,1.0229299600000001,7.0643496619173915e-09
843,1.0293726252270408e-08,1.0229299600000001,7.078933096790124e-09
844,1.0286027067762737e-08,1.0229299600000001,7.093568522456943e-09
845,1.0278344801773656e-08,1.0229299600000001,7.1082560623380585e-09
846,1.0270679395572284e-08,1.0229299600000001,7.12299584e-09
847,1.0263030790706013e-08,1.0229299600000001,7.137787979155617e-09
848,1.0255398928998848e-08,1.0229299600000001,7.152632603664076e-09
849,1.0247783752549794e-08,1.0229299600000001,7.167529837530864e-09
850,1.0240185203731229e-08,1.0229299600000001,7.1824798049077884e-09
851,1.0232603225187288e-08,1.0229299600000001,7.1974826300929745e-09
852,1.0225037759832284e-08,1.0229299600000001,7.212538437530864e-09
853,1.0217488750849112e-08,1.0229299600000001,7.227647351812226e-09
854,1.0209956141687666e-08,1.0229299600000001,7.242809497674136e-09
