L,C_L_LCDM_arb,ratio_SQT_central,N_L_S4
278,2.276458089755132e-08,1.0229299600000001,4.036414062831885e-09
279,2.269933112990544e-08,1.0229299600000001,4.03694084e-09
280,2.26345419290468e-08,1.0229299600000001,4.037473311995123e-09
281,2.2570208379388522e-08,1.0229299600000001,4.038011519713458e-09
282,2.250632563507345e-08,1.0229299600000001,4.038555504197531e-09
283,2.2442888918742222e-08,1.0229299600000001,4.039105306636183e-09
284,2.2379893520327292e-08,1.0229299600000001,4.039660968364579e-09
285,2.2317334795872357e-08,1.0229299600000001,4.040222530864198e-09
286,2.2255208166376604e-08,1.0229299600000001,4.040790035762842e-09
287,2.2193509116663045e-08,1.0229299600000001,4.041363524834629e-09
288,2.213223319427048e-08,1.0229299600000001,4.04194304e-09
289,2.2071376008368434e-08,1.0229299600000001,4.042528623325713e-09
290,2.201093322869456e-08,1.0229299600000001,4.043120317024844e-09
291,2.195090058451395e-08,1.0229299600000001,4.043718163456791e-09
292,2.1891273863599818e-08,1.0229299600000001,4.044322205127267e-09
293,2.1832048911235095e-08,1.0229299600000001,4.04493248468831e-09
294,2.1773221629234333e-08,1.0229299600000001,4.045549044938271e-09
295,2.1714787974985554e-08,1.0229299600000001,4.046171928821826e-09
296,2.1656743960511514e-08,1.0229299600000001,4.046801179429965e-09
297,2.159908565154991e-08,1.0229299600000001,4.04743684e-09
298,2.154180916665214e-08,1.0229299600000001,4.0480789539155624e-09
299,2.1484910676300104e-08,1.0229299600000001,4.048727564706599e-09
300,2.142838640204071e-08,1.0229299600000001,4.049382716049383e-09
301,2.1372232615637624e-08,1.0229299600000001,4.050044451766499e-09
302,2.1316445638239825e-08,1.0229299600000001,4.050712815826856e-09
303,2.1261021839566707e-08,1.0229299600000001,4.05138785234568e-09
304,2.1205957637109213e-08,1.0229299600000001,4.052069605584515e-09
305,2.115124949534666e-08,1.0229299600000001,4.052758119951227e-09
306,2.1096893924978986e-08,1.0229299600000001,4.053453440000001e-09
307,2.1042887482173987e-08,1.0229299600000001,4.054155610431337e-09
308,2.0989226767829123e-08,1.0229299600000001,4.05486467609206e-09
309,2.0935908426847815e-08,1.0229299600000001,4.05558068197531e-09
310,2.088292914742964e-08,1.0229299600000001,4.056303673220546e-09
311,2.083028566037424e-08,1.0229299600000001,4.05703369511355e-09
312,2.0777974738398617e-08,1.0229299600000001,4.057770793086421e-09
313,2.072599319546758e-08,1.0229299600000001,4.058515012717574e-09
314,2.0674337886136847e-08,1.0229299600000001,4.0592663997317485e-09
315,2.0623005704908816e-08,1.0229299600000001,4.060025e-09
316,2.0571993585600458e-08,1.0229299600000001,4.060790859539705e-09
317,2.0521298500723214e-08,1.0229299600000001,4.061564024514556e-09
318,2.04709174608746e-08,1.0229299600000001,4.062344541234568e-09
319,2.0420847514141232e-08,1.0229299600000001,4.063132456156075e-09
320,2.0371085745513066e-08,1.0229299600000001,4.063927815881726e-09
321,2.0321629276308572e-08,1.0229299600000001,4.064730667160494e-09
322,2.027247526361063e-08,1.0229299600000001,4.06554105688767e-09
323,2.0223620899712885e-08,1.0229299600000001,4.0663590321048624e-09
324,2.017506341157639e-08,1.0229299600000001,4.0671846400000004e-09
325,2.012680006029624e-08,1.0229299600000001,4.068017927907331e-09
326,2.0078828140578044e-08,1.0229299600000001,4.0688589433074236e-09
327,2.0031144980224023e-08,1.0229299600000001,4.06970773382716e-09
328,1.998374793962845e-08,1.0229299600000001,4.07056434723975e-09
